after_task,step,eval_task,acc
0,24,0,0.872000
0,24,1,0.318500
0,24,2,0.185500
0,24,3,0.547500
0,24,4,0.181500
1,49,0,0.735500
1,49,1,0.129000
1,49,2,0.439000
1,49,3,0.709500
1,49,4,0.018500
2,74,0,0.354500
2,74,1,0.281500
2,74,2,0.440000
2,74,3,0.706000
2,74,4,0.600000
3,99,0,0.724500
3,99,1,0.474500
3,99,2,0.202000
3,99,3,0.544000
3,99,4,0.586000
4,124,0,0.444000
4,124,1,0.496000
4,124,2,0.293000
4,124,3,0.511500
4,124,4,0.768500
